File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48
DCB_se1_ag1_f_01_1,965,DCB_se1_ag1_f_01,1168.4535,1171.8516,3.3981,"like the street be quiet, but other times, I don't know what be going on.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,like,the,street,be,"quiet,",but,other,"times,",I,don't,know,what,be ,going,on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,967,DCB_se1_ag1_f_01,1172.635,1173.9872,1.3522,"And then really my mother be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,then,really,my,mother,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,971,DCB_se1_ag1_f_01,1176.6766,1180.2241,3.5475,"Cause I like walking, so I be walking around Kenilworth. Like, ain't nobody gonna do nothing to me.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,I,like,"walking,",so,I,be ,walking,around,Kenilworth.,"Like,",ain't,nobody,gonna,do,nothing,to,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1314,DCB_se1_ag1_f_01,1591.9363,1594.8553,2.919,"Like, you know- Not white people, but it be like other",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Like,",you,know-,Not,white,"people,",but,it,be ,like,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1321,DCB_se1_ag1_f_01,1601.9173,1603.2089,1.2916,They be thinking you about to steal.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,thinking,you,about,to,steal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1364,DCB_se1_ag1_f_01,1655.8147,1656.7799,0.9652,they be getting mad.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,be ,getting,mad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1663,DCB_int_01,2053.3054,2056.8213,3.5159,"Right, it don't- be like, oh, it's just a dollar, but really you getting like one bite",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Right,",it,don't-,be ,"like,","oh,",it's,just,a,"dollar,",but,really,you,getting,like,one,bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1684,DCB_se1_ag1_f_01,2080.6534,2082.7832,2.1298,I be getting a- a Jack Daniel's sampler.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,getting,a-,a,Jack,Daniel's,sampler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1700,DCB_se1_ag1_f_01,2095.1609,2096.1121,0.9512,It be good. ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1703,DCB_se1_ag1_f_01,2096.7743,2098.8539,2.0796,And the fries! I be dipping my fries in there.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,the,fries!,I,be ,dipping,my,fries,in,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_02_1,124,DCB_se1_ag1_m_04,149.2308,153.8617,4.6309,and s- they also be trying to rob you s- if they see you with a fresh pair of shoes or something like that.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,s-,they,also,be ,trying,to,rob,you,s-,if,they,see,you,with,a,fresh,pair,of,shoes,or,something,like,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_02_1,723,DCB_se1_ag1_m_04,965.6434,970.4136,4.7702,"RD-NAME-2, Mom and RD-NAME-2 be the only one who go because they got the money to",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RD-NAME-2,",Mom,and,RD-NAME-2,be ,the,only,one,who,go,because,they,got,the,money,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1090,DCB_se1_ag1_f_03,1520.3404,1521.2573,0.9169,People that be here.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,People,that,be ,here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1106,DCB_se1_ag1_f_03,1538.1435,1539.4952,1.3517,They be cooler sometimes.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,cooler,sometimes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1939,DCB_se1_ag1_f_03,2590.555,2591.8899,1.3349,He be mad when I bring her up around him.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,be ,mad,when,I,bring,her,up,around,him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1941,DCB_se1_ag1_f_03,2593.0529,2594.3642,1.3113,"He be real mad, I don't care.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,be ,real,"mad,",I,don't,care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,2017,DCB_se1_ag1_f_03,2691.2882,2692.526,1.2378,And you know how girls be.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,you,know,how,girls,be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1113,DCB_se1_ag1_m_01,1094.28,1094.7082,0.4282,"They be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1175,DCB_se1_ag1_m_01,1141.8066,1142.24,0.4334,"I be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,2212,DCB_se1_ag1_m_01,2193.8031,2194.7004,0.8973,"So they be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,they,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,2218,DCB_se1_ag1_m_01,2200.5256,2205.8557,5.3301,"it be like, if it's a group of black kids walking dow- like I'll give example, if a group of black kids walking down Eighth Street",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,be ,"like,",if,it's,a,group,of,black,kids,walking,dow-,like,I'll,give,"example,",if,a,group,of,black,kids,walking,down,Eighth,Street,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,2427,DCB_se1_ag1_m_01,2405.7542,2406.9301,1.1759,"You can be successful they be like,",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,can,be,successful,they,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_02_1,1380,DCB_se1_ag1_m_02,1679.62,1685.8671,6.2471,"Or we be like making skate videos like, um, editing our skate videos- the- the videos that we record throughout the day,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Or,we,be ,like,making,skate,videos,"like,","um,",editing,our,skate,videos-,the-,the,videos,that,we,record,throughout,the,"day,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,82,DCB_se1_ag1_m_03,71.9442,72.625,0.6808,"he be around like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,be ,around,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,88,DCB_se1_ag1_m_03,75.2631,76.6293,1.3662,"Like where my brother be at, like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,where,my,brother,be ,"at,","like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,737,DCB_se1_ag1_m_03,746.4331,747.1931,0.76,"And then that's how I be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,then,that's,how,I,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,1414,DCB_se1_ag1_m_03,1361.5199,1362.4338,0.9139,We be laughing together.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,be ,laughing,together.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,1850,DCB_se1_ag1_m_03,1775.6051,1776.2998,0.6947,We be laughing.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,be ,laughing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,1856,DCB_se1_ag1_m_03,1778.9099,1779.5814,0.6715,"But like, it just be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,"like,",it,just,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,1894,DCB_se1_ag1_m_03,1805.2518,1810.17,4.9182,"my friends like, we just be laughing. Like we have a ball in every class, and then like, we still get our work done. Like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,friends,"like,",we,just,be ,laughing.,Like,we,have,a,ball,in,every,"class,",and,then,"like,",we,still,get,our,work,done.,"Like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2109,DCB_se1_ag1_m_03,2012.1381,2014.2971,2.159,"Man, we be having a ball. Like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Man,",we,be ,having,a,ball.,"Like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2215,DCB_se1_ag1_m_03,2093.5415,2094.3388,0.7973,"Like I be like, one",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,I,be ,"like,",one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2305,DCB_se1_ag1_m_03,2179.0899,2182.2208,3.1309,"Like we stay on Facetime, and then like, we be calling each other boo and all that.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,we,stay,on,"Facetime,",and,then,"like,",we,be ,calling,each,other,boo,and,all,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2457,DCB_se1_ag1_m_03,2312.2629,2312.9106,0.6477,"turnt- he be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turnt-,he,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2472,DCB_se1_ag1_m_03,2329.0913,2333.4929,4.4016,"I be topping in there. I know about my man Chuck Brown. RIP- Rest in peace, Chuck.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,topping,in,there.,I,know,about,my,man,Chuck,Brown.,RIP-,Rest,in,"peace,",Chuck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,2715,DCB_se1_ag1_m_03,2528.551,2530.0617,1.5107,"They be like, give me ten minute.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,"like,",give,me,ten,minute.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_01_1,1173,DCB_int_01,1345.682,1349.5261,3.8441,"A D- A person from Maryland be like, no, I'm from the area. I'm from the DMV.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D-,A,person,from,Maryland,be ,"like,","no,",I'm,from,the,area.,I'm,from,the,DMV.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_01_1,1895,DCB_se1_ag2_f_01,2218.5149,2220.3754,1.8605,"like they be with the hoods, and",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,like,they,be ,with,the,"hoods,",and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_02_1,1234,DCB_se1_ag2_f_02,1849.4128,1853.9387,4.5259,breaks and gaps in between like I don't- the falling out never be that serious but,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breaks,and,gaps,in,between,like,I,don't-,the,falling,out,never,be ,that,serious,but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_02_1,1247,DCB_se1_ag2_f_02,1868.1789,1870.2762,2.0973,not tal- and it don't- it don't even be beefing.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not,tal-,and,it,don't-,it,don't,even,be ,beefing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_02_1,2230,DCB_se2_ag2_f_01,3259.3115,3266.0822,6.7707,"I have to say that you and Denise be knowing all the places. I'm like, nigga, how you gonna get to know all the places to go, what's the place we went to for RD-NAME-3 baby shower?",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,have,to,say,that,you,and,Denise,be ,knowing,all,the,places.,I'm,"like,","nigga,",how,you,gonna,get,to,know,all,the,places,to,"go,",what's,the,place,we,went,to,for,RD-NAME-3,baby,shower?,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_f_03_1,2446,DCB_se1_ag2_f_03,3396.6116,3399.748,3.1364,"That's what they don't understand  I'm like, y'all be wanting to go somewhere.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That's,what,they,don't,understand,I'm,"like,",y'all,be ,wanting,to,go,somewhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,272,DCB_se1_ag2_m_01,401.6528,406.6941,5.0413,I just be wanting- I always- I'm still like that in ways like I just always wanted to just do what I wanna do like I'm-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,just,be ,wanting-,I,always-,I'm,still,like,that,in,ways,like,I,just,always,wanted,to,just,do,what,I,wanna,do,like,I'm-,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,564,DCB_se1_ag2_m_01,810.1763,818.0856,7.9093,"Nah the- I- I don't do the- I don't think I could do the vodka like that but I think the- the tequila I could do it like I be fucking with the tequila and the v- and the, uh- and the Cognac.",1,1,,,,,,,,,,,,,,,Nah,the-,I-,I,don't,do,the-,I,don't,think,I,could,do,the,vodka,like,that,but,I,think,the-,the,tequila,I,could,do,it,like,I,be ,fucking,with,the,tequila,and,the,v-,and,"the,",uh-,and,the,Cognac.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,566,DCB_se1_ag2_m_01,818.3566,820.6762,2.3196,"Yeah, and it be having me feeling good.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",and,it,be ,having,me,feeling,good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,1650,DCB_se1_ag2_m_01,2247.7845,2248.9819,1.1974,Yeah I told you she be trying to son me.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,I,told,you,she,be ,trying,to,son,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,1999,DCB_se1_ag2_f_02,2703.2605,2706.3587,3.0982,So he's the one that be getting on them when they all slacking off and inaudible,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,he's,the,one,that,be ,getting,on,them,when,they,all,slacking,off,and,inaudible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,2277,DCB_se1_ag2_m_01,3057.7235,3063.3246,5.6011,"Well got me. My sister she real, she more- you know what I'm saying, she be chilling or whatever you know what I'm saying, but like it got me more so than her.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,got,me.,My,sister,she,"real,",she,more-,you,know,what,I'm,"saying,",she,be ,chilling,or,whatever,you,know,what,I'm,"saying,",but,like,it,got,me,more,so,than,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,2556,DCB_se1_ag2_m_01,3459.1292,3462.8868,3.7576,"dudes be hating, I never knew that. I never knew that like- I thought it was just like-",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dudes,be ,"hating,",I,never,knew,that.,I,never,knew,that,like-,I,thought,it,was,just,like-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,2718,DCB_se1_ag2_m_01,3697.0755,3705.6288,8.5533,"So now he be trying to have a relationship or whatever it's like, you know what I'm saying, and I be cool with him whatever but it's just like I know he see that it ain't what it is. Like, you did that shit though. Like you did that, that ain't me.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,now,he,be ,trying,to,have,a,relationship,or,whatever,it's,"like,",you,know,what,I'm,"saying,",and,I,be,cool,with,him,whatever,but,it's,just,like,I,know,he,see,that,it,ain't,what,it,is.,"Like,",you,did,that,shit,though.,Like,you,did,"that,",that,ain't,me.
DCB_se1_ag2_m_01_1,2718,DCB_se1_ag2_m_01,3697.0755,3705.6288,8.5533,"So now he be trying to have a relationship or whatever it's like, you know what I'm saying, and I be cool with him whatever but it's just like I know he see that it ain't what it is. Like, you did that shit though. Like you did that, that ain't me.",2,2,,,,,,,,,,,,,,,,,,,,,,,,So,now,he,be,trying,to,have,a,relationship,or,whatever,it's,"like,",you,know,what,I'm,"saying,",and,I,be ,cool,with,him,whatever,but,it's,just,like,I,know,he,see,that,it,ain't,what,it,is.,"Like,",you,did,that,shit,though.,Like,you,did,"that,",that,ain't,me.,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,2845,DCB_se1_ag2_m_01,3874.1124,3875.1924,1.08,I be using that shit.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,using,that,shit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,2859,DCB_se1_ag2_m_01,3890.2298,3894.5804,4.3506,"Maybe cause I was out Landover, I heard us saying that first though before everybody, now you be hearing everybody saying bruh.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Maybe,cause,I,was,out,"Landover,",I,heard,us,saying,that,first,though,before,"everybody,",now,you,be ,hearing,everybody,saying,bruh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_01_1,3140,DCB_se1_ag2_m_01,4286.276,4289.0296,2.7536,"you be trying to be like this person, you trying to be like that person like,",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,be,trying,to,be,like,this,"person,",you,trying,to,be ,like,that,person,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_02_1,655,DCB_se1_ag2_m_02,841.9316,846.1223,4.1907,"And you be like, uh, I can't believe this. And I be like, kill moe. That's crazy.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,you,be ,"like,","uh,",I,can't,believe,this.,And,I,be,"like,",kill,moe.,That's,crazy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_02_1,655,DCB_se1_ag2_m_02,841.9316,846.1223,4.1907,"And you be like, uh, I can't believe this. And I be like, kill moe. That's crazy.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,you,be,"like,","uh,",I,can't,believe,this.,And,I,be ,"like,",kill,moe.,That's,crazy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_02_1,669,DCB_se1_ag2_m_02,863.3489,865.6697,2.3208,"Yeah, or- or some people just be like kill.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",or-,or,some,people,just,be ,like,kill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_02_1,671,DCB_se1_ag2_m_02,866.0885,868.5307,2.4422,"Like that's crazy- Instead of saying that's crazy, they be like kill.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,that's,crazy-,Instead,of,saying,that's,"crazy,",they,be ,like,kill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_1,230,DCB_se1_ag2_m_03,351.1005,351.7125,0.612,It be crazy.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,crazy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_1,240,DCB_se1_ag2_m_03,363.9414,365.0024,1.061,"You know what I mean, it be crazy.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,know,what,I,"mean,",it,be ,crazy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,150,DCB_se1_ag2_m_03,267.2359,267.9199,0.684,"It be like, damn.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,"like,",damn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,154,DCB_se1_ag2_m_03,275.1611,279.1525,3.9914," they definitely treat my brother like the baby, trying to- I be like, god damn, cuz and-",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,definitely,treat,my,brother,like,the,"baby,",trying,to-,I,be ,"like,",god,"damn,",cuz,and-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,165,DCB_se1_ag2_m_03,292,296.7746,4.7746,"I'm like, it's all good that joint crazy, it just throws me off though when I get to thinking about certain things, just be like, yeah that's crazy.",1,1,,,,,,,,,,,,,,,,,,,,,I'm,"like,",it's,all,good,that,joint,"crazy,",it,just,throws,me,off,though,when,I,get,to,thinking,about,certain,"things,",just,be ,"like,",yeah,that's,crazy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,260,DCB_se1_ag2_m_03,469.6764,470.5039,0.8275,And it be just like-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,it,be ,just,like-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,264,DCB_se1_ag2_m_03,473.3275,477.2488,3.9213,"They be like, oh, my brother on they line, or he- they on his- my brother line and just like, alright cool.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,"like,","oh,",my,brother,on,they,"line,",or,he-,they,on,his-,my,brother,line,and,just,"like,",alright,cool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,270,DCB_se1_ag2_m_03,481.3895,484.2831,2.8936,"So it be like now, like I say, to give you a story and everything,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,it,be ,like,"now,",like,I,"say,",to,give,you,a,story,and,"everything,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,333,DCB_se1_ag3_m_01,592.595,600.8219,8.2269,"it's a good story cause it- don't nobody get it like I'm around a twin right now, I don't- I don't be around- you know what I'm saying, so I don't under g- I love the stories, you know what I'm saying, hearing about how",1,1,,,,,,,,,,,,,,,,,,,,,,,it's,a,good,story,cause,it-,don't,nobody,get,it,like,I'm,around,a,twin,right,"now,",I,don't-,I,don't,be ,around-,you,know,what,I'm,"saying,",so,I,don't,under,g-,I,love,the,"stories,",you,know,what,I'm,"saying,",hearing,about,how,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,348,DCB_se1_ag2_m_03,630.1149,633.2955,3.1806,"my name RD-NAME-2, I ain't in it, so they be like, yeah what's your real fucking name? So it's just like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,name,"RD-NAME-2,",I,ain't,in,"it,",so,they,be ,"like,",yeah,what's,your,real,fucking,name?,So,it's,just,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag2_m_03_2,354,DCB_se1_ag2_m_03,638.4739,639.3522,0.8783,"and they be like, oh,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,they,be ,"like,","oh,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
